"","rank","name","platform","year","genre","publisher","na_sales","eu_sales","jp_sales","other_sales","global_sales","platform_exclusive"
"213",214,"Diddy Kong Racing","N64","1997","Racing","Nintendo",2.91,0.99,0.89,0.1,4.88,"Exclusive"
"214",215,"Monster Hunter Freedom 3","PSP","2010","Role-Playing","Capcom",0,0,4.87,0,4.87,"Exclusive"
"215",216,"Dr. Mario","NES","1990","Puzzle","Nintendo",2.62,0.6,1.52,0.1,4.85,"Non-exclusive"
"216",217,"God of War III","PS3","2010","Action","Sony Computer Entertainment",2.74,1.36,0.12,0.63,4.84,"Non-exclusive"
"217",218,"StarCraft II: Wings of Liberty","PC","2010","Strategy","Activision",2.56,1.68,0,0.59,4.83,"Exclusive"
"218",219,"Assassin's Creed","PS3","2007","Adventure","Ubisoft",1.91,2,0.09,0.83,4.83,"Non-exclusive"
"219",220,"FIFA 15","PS3","2014","Sports","Electronic Arts",0.57,3.14,0.04,1.07,4.82,"Non-exclusive"
"220",221,"Crash Team Racing","PS","1999","Racing","Sony Computer Entertainment",2.57,1.57,0.44,0.21,4.79,"Exclusive"
"221",222,"FIFA 17","PS4","2016","Sports","Electronic Arts",0.28,3.75,0.06,0.69,4.77,"Non-exclusive"
"222",223,"Batman: Arkham City","X360","2011","Action","Warner Bros. Interactive Entertainment",2.99,1.31,0.04,0.41,4.76,"Non-exclusive"
"223",224,"Driver 2","PS","2000","Action","Atari",2.36,2.1,0.02,0.25,4.73,"Exclusive"
"224",225,"The Simpsons: Hit & Run","PS2","2003","Racing","Vivendi Games",1.73,2.19,0,0.79,4.7,"Non-exclusive"
"225",226,"Tony Hawk's Pro Skater 2","PS","2000","Sports","Activision",3.05,1.41,0.02,0.2,4.68,"Non-exclusive"
"226",227,"Animal Crossing: City Folk","Wii","2008","Simulation","Nintendo",1.87,1.12,1.32,0.37,4.68,"Exclusive"
"227",228,"The Lord of the Rings: The Two Towers","PS2","2002","Action","Electronic Arts",1.94,1.95,0.08,0.7,4.67,"Non-exclusive"
"228",229,"Forza Motorsport 4","X360","2011","Racing","Microsoft Game Studios",2.08,2.04,0.06,0.47,4.64,"Exclusive"
"229",230,"Tomb Raider","PS","1996","Action","Eidos Interactive",2.29,1.97,0.13,0.24,4.63,"Non-exclusive"
"230",231,"Guitar Hero III: Legends of Rock","Wii","2007","Misc","Activision",3.06,1.12,0,0.44,4.62,"Non-exclusive"
"231",232,"The Legend of Zelda: A Link to the Past","SNES","1991","Action","Nintendo",2.42,0.91,1.15,0.13,4.61,"Non-exclusive"
"232",233,"The Legend of Zelda: The Wind Waker","GC","2002","Action","Nintendo",2.6,0.99,0.89,0.13,4.6,"Non-exclusive"
"233",234,"Mario & Sonic at the Olympic Winter Games","Wii","2009","Sports","Sega",1.89,1.99,0.22,0.48,4.58,"Non-exclusive"
"234",235,"Luigi's Mansion: Dark Moon","3DS","2013","Action","Nintendo",1.78,1.39,1.1,0.3,4.58,"Exclusive"
"235",236,"Splatoon","WiiU","2015","Shooter","Nintendo",1.55,1.15,1.44,0.43,4.57,"Exclusive"
"236",237,"The Last of Us","PS4","2014","Action","Sony Computer Entertainment",1.78,1.87,0.07,0.82,4.55,"Non-exclusive"
"237",238,"Guitar Hero III: Legends of Rock","X360","2007","Misc","Activision",3.19,0.92,0.01,0.42,4.53,"Non-exclusive"
"238",239,"Madden NFL 2005","PS2","2004","Sports","Electronic Arts",4.18,0.26,0.01,0.08,4.53,"Non-exclusive"
"239",240,"Pitfall!","2600","1981","Platform","Activision",4.21,0.24,0,0.05,4.5,"Exclusive"
"240",241,"Madden NFL 07","PS2","2006","Sports","Electronic Arts",3.63,0.24,0.01,0.61,4.49,"Non-exclusive"
"241",242,"Spider-Man: The Movie","PS2","2002","Action","Activision",2.71,1.51,0.03,0.23,4.48,"Non-exclusive"
"242",243,"Dragon Quest VII: Warriors of Eden","PS","2000","Role-Playing","Enix Corporation",0.2,0.14,4.1,0.02,4.47,"Non-exclusive"
"243",244,"Uncharted: The Nathan Drake Collection","PS4","2015","Action","Sony Computer Entertainment",1.96,1.69,0.08,0.74,4.47,"Exclusive"
"244",245,"Call of Duty: Advanced Warfare","PS3","2014","Shooter","Activision",1.54,1.94,0.19,0.77,4.45,"Non-exclusive"
"245",246,"God of War","PS2","2005","Action","Sony Computer Entertainment",2.71,1.29,0.02,0.43,4.45,"Exclusive"
"246",247,"Nintendo Land","WiiU","2012","Misc","Nintendo",2.55,1.11,0.46,0.33,4.44,"Exclusive"
"247",248,"Michael Jackson: The Experience","Wii","2010","Misc","Ubisoft",2.67,1.35,0.01,0.39,4.42,"Non-exclusive"
"248",249,"Tony Hawk's Pro Skater 3","PS2","2001","Sports","Activision",2.66,1.29,0.01,0.46,4.41,"Non-exclusive"
"249",250,"Winning Eleven: Pro Evolution Soccer 2007","PS2","2006","Sports","Konami Digital Entertainment",0.1,2.39,1.05,0.86,4.39,"Non-exclusive"
"250",251,"The Elder Scrolls IV: Oblivion","X360","2006","Role-Playing","Take-Two Interactive",2.82,1.05,0.13,0.4,4.39,"Non-exclusive"
"251",252,"Zelda II: The Adventure of Link","NES","1987","Adventure","Nintendo",2.19,0.5,1.61,0.08,4.38,"Exclusive"
"252",253,"Need for Speed: Most Wanted","PS2","2005","Racing","Electronic Arts",2.03,1.79,0.08,0.47,4.37,"Non-exclusive"
"253",254,"Resistance: Fall of Man","PS3","2006","Shooter","Sony Computer Entertainment",1.73,1.73,0.14,0.75,4.35,"Exclusive"
"254",255,"Sonic the Hedgehog","GEN","1991","Platform","Sega",3.03,0.91,0.26,0.13,4.34,"Non-exclusive"
"255",256,"Kingdom Hearts II","PS2","2005","Role-Playing","Square Enix",2.2,0.58,1.38,0.17,4.33,"Non-exclusive"
"256",257,"FIFA 14","X360","2013","Sports","Electronic Arts",0.92,2.93,0.01,0.46,4.31,"Non-exclusive"
"257",258,"Call of Duty: Advanced Warfare","X360","2014","Shooter","Activision",2.75,1.18,0,0.37,4.31,"Non-exclusive"
"258",259,"Asteroids","2600","1980","Shooter","Atari",4,0.26,0,0.05,4.31,"Non-exclusive"
"259",260,"Fable II","X360","2008","Role-Playing","Microsoft Game Studios",2.51,1.27,0.11,0.41,4.31,"Exclusive"
"260",261,"Halo 5: Guardians","XOne","2015","Shooter","Microsoft Game Studios",2.64,1.2,0.03,0.39,4.26,"Exclusive"
"261",262,"Super Mario 3D World","WiiU","2013","Platform","Nintendo",2.11,1.11,0.72,0.3,4.25,"Exclusive"
"262",263,"Batman: Arkham Asylum","PS3","2009","Action","Eidos Interactive",2.23,1.34,0.07,0.61,4.25,"Non-exclusive"
"263",264,"Assassin's Creed: Revelations","PS3","2011","Action","Ubisoft",1.41,2.02,0.1,0.72,4.24,"Non-exclusive"
"264",265,"Namco Museum","GBA","2001","Misc","Namco Bandai Games",3,1.11,0.05,0.07,4.24,"Non-exclusive"
"265",266,"Metal Gear Solid 3: Snake Eater","PS2","2004","Action","Konami Digital Entertainment",1.46,0,0.83,1.93,4.23,"Exclusive"
"266",267,"Daxter","PSP","2006","Platform","Sony Computer Entertainment",2.45,1.02,0,0.75,4.22,"Exclusive"
"267",268,"Warcraft II: Tides of Darkness","PC","1995","Strategy","Activision",1.7,2.27,0,0.23,4.21,"Exclusive"
"268",269,"The Legend of Zelda: Ocarina of Time","3DS","2011","Action","Nintendo",2.03,1.27,0.62,0.3,4.21,"Non-exclusive"
"269",270,"FIFA Soccer 06","PS2","2005","Sports","Electronic Arts",0.78,2.55,0.04,0.84,4.21,"Non-exclusive"
"270",271,"EyeToy Play","PS2","2003","Misc","Sony Computer Entertainment",0.88,2.3,0.2,0.83,4.2,"Exclusive"
"271",272,"Uncharted 4: A Thief's End","PS4","2016","Shooter","Sony Computer Entertainment",1.3,2.07,0.18,0.65,4.2,"Exclusive"
"272",273,"Gran Turismo 5 Prologue","PS3","2007","Racing","Sony Computer Entertainment",1.28,1.83,0.57,0.53,4.2,"Exclusive"
"273",274,"Assassin's Creed: Revelations","X360","2011","Action","Ubisoft",2.25,1.47,0.04,0.43,4.19,"Non-exclusive"
"274",275,"Street Fighter IV","PS3","2009","Fighting","Capcom",2.02,1.06,0.58,0.53,4.19,"Non-exclusive"
"275",276,"FIFA 12","X360","2011","Sports","Electronic Arts",0.84,2.79,0.02,0.53,4.19,"Non-exclusive"
"276",277,"Teenage Mutant Ninja Turtles","NES","1989","Action","Palcom",3.38,0.44,0.31,0.04,4.17,"Non-exclusive"
"277",278,"Excitebike","NES","1984","Racing","Nintendo",2.04,0.48,1.57,0.07,4.16,"Exclusive"
"278",279,"Frogger","PS","1997","Action","Hasbro Interactive",3.79,0.27,0,0.11,4.16,"Non-exclusive"
"279",280,"Madden NFL 2003","PS2","2002","Sports","Electronic Arts",3.36,0.21,0.01,0.56,4.14,"Non-exclusive"
"280",281,"Watch Dogs","PS4","2014","Action","Ubisoft",1.4,1.86,0.11,0.77,4.14,"Non-exclusive"
"281",282,"Half-Life","PC","1997","Shooter","Vivendi Games",4.03,0,0.09,0,4.12,"Non-exclusive"
"282",283,"Super Mario World 2: Yoshi's Island","SNES","1995","Platform","Nintendo",1.65,0.61,1.76,0.09,4.12,"Non-exclusive"
"283",284,"FIFA Soccer 07","PS2","2006","Sports","Electronic Arts",0.71,2.48,0.03,0.89,4.11,"Non-exclusive"
"284",285,"The Legend of Zelda: Skyward Sword","Wii","2011","Action","Nintendo",2.14,1.2,0.37,0.4,4.1,"Exclusive"
"285",286,"Street Fighter II Turbo","SNES","1992","Fighting","Capcom",1.42,0.51,2.1,0.07,4.1,"Exclusive"
"286",287,"Carnival Games","Wii","2007","Misc","Take-Two Interactive",2.13,1.5,0.05,0.42,4.1,"Non-exclusive"
"287",288,"Fallout 4","XOne","2015","Role-Playing","Bethesda Softworks",2.45,1.26,0.01,0.37,4.09,"Non-exclusive"
"288",289,"World of Warcraft: The Burning Crusade","PC","2007","Role-Playing","Activision",2.57,1.52,0,0,4.09,"Exclusive"
"289",290,"Fallout: New Vegas","X360","2010","Role-Playing","Bethesda Softworks",2.65,1.06,0.04,0.33,4.08,"Non-exclusive"
"290",291,"God of War II","PS2","2007","Action","Sony Computer Entertainment",2.32,0.04,0.04,1.67,4.07,"Exclusive"
"291",292,"Forza Motorsport 2","X360","2007","Racing","Microsoft Game Studios",2.35,1.28,0.03,0.41,4.06,"Exclusive"
"292",293,"World Soccer Winning Eleven 9","PS2","2005","Sports","Konami Digital Entertainment",0.12,2.26,0.9,0.77,4.06,"Non-exclusive"
"293",294,"Namco Museum Vol.3","PS","1996","Misc","Sony Computer Entertainment",2.28,1.55,0.16,0.06,4.05,"Exclusive"
"294",295,"Tekken Tag Tournament","PS2","2000","Fighting","Namco Bandai Games",1.68,1.51,0.51,0.35,4.05,"Exclusive"
"295",296,"Far Cry 4","PS4","2014","Shooter","Ubisoft",1.12,2.12,0.1,0.69,4.03,"Non-exclusive"
"296",297,"Star Fox 64","N64","1997","Shooter","Nintendo",2.78,0.58,0.64,0.04,4.03,"Exclusive"
"297",298,"Minecraft","PS4","2014","Misc","Sony Computer Entertainment Europe",1.38,1.87,0.12,0.65,4.02,"Non-exclusive"
"298",299,"Golf","NES","1984","Sports","Nintendo",1.22,0.28,2.46,0.04,4.01,"Non-exclusive"
"299",300,"Fallout 3","PS3","2008","Role-Playing","Bethesda Softworks",2.15,1.2,0.07,0.59,4.01,"Non-exclusive"
"300",301,"Professor Layton and the Diabolical Box","DS","2007","Puzzle","Nintendo",0.92,1.78,0.92,0.37,4,"Exclusive"
"301",302,"Left 4 Dead 2","X360","2009","Shooter","Electronic Arts",2.67,0.89,0.05,0.37,3.99,"Non-exclusive"
"302",303,"Namco Museum: 50th Anniversary","PS2","2005","Misc","Namco Bandai Games",2.08,1.35,0,0.54,3.98,"Non-exclusive"
"303",304,"EA Sports Active","Wii","2009","Sports","Electronic Arts",2.1,1.36,0.06,0.4,3.92,"Exclusive"
"304",305,"Assassin's Creed: Unity","PS4","2014","Action","Ubisoft",1.18,1.96,0.08,0.7,3.92,"Non-exclusive"
"305",306,"Donkey Kong Land","GB","1994","Platform","Nintendo",1.97,0.76,1.07,0.11,3.91,"Exclusive"
"306",307,"Tony Hawk's Underground","PS2","2003","Sports","Activision",2.29,1.17,0.01,0.42,3.9,"Non-exclusive"
"307",308,"Assassin's Creed IV: Black Flag","PS3","2013","Action","Ubisoft",1.33,1.71,0.13,0.73,3.89,"Non-exclusive"
"308",309,"Monster Hunter 4 Ultimate","3DS","2014","Role-Playing","Nintendo",0.67,0.49,2.62,0.11,3.89,"Exclusive"
"309",310,"MotorStorm","PS3","2006","Racing","Sony Computer Entertainment",1.53,1.61,0.06,0.67,3.88,"Exclusive"
"310",311,"The Elder Scrolls V: Skyrim","PC","2011","Role-Playing","Bethesda Softworks",1.15,2.09,0,0.64,3.88,"Non-exclusive"
"311",312,"Tekken 5","PS2","2005","Fighting","Namco Bandai Games",0.93,1.94,0.31,0.7,3.87,"Exclusive"
"312",313,"Dragon Warrior III","NES","1988","Role-Playing","Enix Corporation",0.1,0,3.77,0,3.87,"Non-exclusive"
"313",314,"Sports Champions","PS3","2010","Sports","Sony Computer Entertainment",2.12,1.14,0.1,0.51,3.87,"Exclusive"
"314",315,"NBA 2K16","PS4","2015","Sports","Take-Two Interactive",2.48,0.65,0.03,0.69,3.85,"Non-exclusive"
"315",316,"World Soccer Winning Eleven 8 International","PS2","2004","Sports","Konami Digital Entertainment",0.16,1.89,1.12,0.68,3.85,"Non-exclusive"
"316",317,"Flash Focus: Vision Training in Minutes a Day","DS","2007","Misc","Nintendo",0.87,1.57,1.05,0.35,3.84,"Exclusive"
"317",318,"Namco Museum Vol.1","PS","1995","Misc","Sony Computer Entertainment",2.12,1.44,0.22,0.06,3.84,"Exclusive"
"318",319,"The Legend of Zelda: Link's Awakening","GB","1992","Action","Nintendo",2.21,0.96,0.54,0.13,3.83,"Exclusive"
"319",320,"Mario & Luigi: Bowser's Inside Story","DS","2009","Role-Playing","Nintendo",2.26,0.48,0.81,0.27,3.83,"Exclusive"
"320",321,"Big Brain Academy: Wii Degree","Wii","2007","Misc","Nintendo",1.06,1.93,0.41,0.43,3.82,"Exclusive"
"321",322,"Nintendogs + cats","3DS","2011","Simulation","Nintendo",1.44,1.37,0.73,0.27,3.81,"Exclusive"
"322",323,"Batman: Arkham Knight","PS4","2015","Action","Warner Bros. Interactive Entertainment",1.49,1.58,0.1,0.61,3.79,"Non-exclusive"
"323",324,"Mario & Sonic at the London 2012 Olympic Games","Wii","2011","Sports","Sega",1.14,1.91,0.27,0.46,3.78,"Non-exclusive"
"324",325,"LEGO Indiana Jones: The Original Adventures","X360","2008","Action","Activision",2.4,1.03,0,0.36,3.78,"Non-exclusive"
"325",326,"Resident Evil Director's Cut","PS","1996","Action","Virgin Interactive",1.82,1.24,0.47,0.25,3.77,"Non-exclusive"
"326",327,"Ratchet & Clank: Size Matters","PSP","2007","Platform","Sony Computer Entertainment",1.4,1.4,0.1,0.87,3.77,"Non-exclusive"
"327",328,"Just Dance 2014","Wii","2013","Misc","Ubisoft",1.98,1.47,0,0.32,3.76,"Non-exclusive"
"328",329,"The Sims: Unleashed","PC","2002","Simulation","Electronic Arts",2.03,1.56,0,0.17,3.76,"Exclusive"
"329",330,"Super Paper Mario","Wii","2007","Platform","Nintendo",1.98,0.88,0.59,0.32,3.76,"Exclusive"
"330",331,"Harry Potter and the Sorcerer's Stone","PS","2001","Action","Electronic Arts",1.37,2,0.14,0.22,3.73,"Non-exclusive"
"331",332,"The Witcher 3: Wild Hunt","PS4","2015","Role-Playing","Namco Bandai Games",0.96,2,0.21,0.56,3.73,"Non-exclusive"
"332",333,"Resident Evil 3: Nemesis","PS","1999","Action","Eidos Interactive",1.3,0.77,1.54,0.11,3.72,"Non-exclusive"
"333",334,"Spyro: Year of the Dragon","PS","2000","Platform","Sony Computer Entertainment",1.93,1.58,0,0.19,3.71,"Exclusive"
"334",335,"FIFA Soccer 2005","PS2","2004","Sports","Electronic Arts",0.58,2.48,0.04,0.59,3.7,"Non-exclusive"
"335",336,"PokÌ©mon Trading Card Game","GB","1998","Strategy","Nintendo",1.49,0.73,1.38,0.1,3.7,"Exclusive"
"336",337,"Battlefield 4","PS3","2013","Shooter","Electronic Arts",1.3,1.51,0.27,0.61,3.69,"Non-exclusive"
"337",338,"MySims","DS","2007","Simulation","Electronic Arts",1.59,1.61,0.08,0.41,3.69,"Non-exclusive"
"338",339,"Friend Collection","DS","2009","Misc","Nintendo",0,0,3.67,0,3.67,"Exclusive"
"339",340,"Tony Hawk's Pro Skater 4","PS2","2002","Sports","Activision",2.13,1.18,0.01,0.35,3.67,"Non-exclusive"
"340",341,"Midnight Club 3: DUB Edition","PSP","2005","Racing","Take-Two Interactive",1.65,1.22,0,0.79,3.66,"Non-exclusive"
"341",342,"Banjo-Kazooie","N64","1998","Platform","Nintendo",1.87,1.13,0.55,0.1,3.65,"Non-exclusive"
"342",343,"SOCOM: U.S. Navy SEALs","PS2","2002","Shooter","Sony Computer Entertainment",2.53,0.81,0.06,0.24,3.65,"Exclusive"
"343",344,"Guitar Hero: World Tour","Wii","2008","Misc","Activision",2.33,0.97,0,0.35,3.65,"Non-exclusive"
"344",345,"Gran Turismo 6","PS3","2013","Racing","Sony Computer Entertainment",0.71,1.8,0.4,0.74,3.64,"Exclusive"
"345",346,"Jak and Daxter: The Precursor Legacy","PS2","2001","Platform","Sony Computer Entertainment",2.08,1.09,0.15,0.33,3.64,"Exclusive"
"346",347,"Pokemon Snap","N64","1999","Simulation","Nintendo",2.23,0.68,0.66,0.06,3.63,"Exclusive"
"347",348,"FIFA Soccer 10","PS3","2009","Sports","Electronic Arts",0.6,2.46,0.05,0.52,3.63,"Non-exclusive"
"348",349,"Pro Evolution Soccer 2008","PS2","2007","Sports","Konami Digital Entertainment",0.05,0,0.64,2.93,3.63,"Non-exclusive"
"349",350,"Call of Duty: Ghosts","PS4","2013","Shooter","Activision",1.78,1.42,0.05,0.38,3.63,"Non-exclusive"
"350",351,"Resident Evil 4","PS2","2005","Action","Capcom",2.08,0.83,0.46,0.25,3.62,"Non-exclusive"
"351",352,"Tom Clancy's The Division","PS4","2016","Shooter","Ubisoft",1.28,1.61,0.15,0.57,3.61,"Non-exclusive"
"352",353,"Star Wars: Battlefront","PS2","2004","Shooter","LucasArts",1.93,1.22,0.03,0.44,3.61,"Non-exclusive"
"353",354,"Doom II: Hell on Earth","PC","1994","Shooter","Virgin Interactive",2.05,1.4,0,0.16,3.61,"Non-exclusive"
"354",355,"The Simpsons: Road Rage","PS2","2001","Racing","Electronic Arts",2.02,1.17,0,0.42,3.61,"Non-exclusive"
"355",356,"Cooking Mama 2: Dinner With Friends","DS","2007","Simulation","505 Games",1.61,1.5,0.1,0.39,3.61,"Exclusive"
"356",357,"Luigi's Mansion","GC","2001","Action","Nintendo",2.38,0.67,0.46,0.1,3.6,"Exclusive"
"357",358,"Star Wars: Battlefront II","PS2","2005","Shooter","LucasArts",2.18,1.02,0.03,0.37,3.59,"Non-exclusive"
"358",359,"WWF SmackDown!","PS","2000","Fighting","THQ",2.01,1.35,0.06,0.16,3.58,"Exclusive"
"359",360,"Croc: Legend of the Gobbos","PS","1997","Platform","Fox Interactive",1.57,1.79,0,0.2,3.56,"Exclusive"
"360",361,"Grand Theft Auto: Liberty City Stories","PS2","2006","Action","Take-Two Interactive",1.56,1.4,0.07,0.5,3.54,"Non-exclusive"
"361",362,"The Getaway","PS2","2002","Action","Sony Computer Entertainment",1.23,1.77,0.05,0.49,3.54,"Exclusive"
"362",363,"Tomb Raider III: Adventures of Lara Croft","PS","1997","Action","Eidos Interactive",1.66,1.58,0.12,0.18,3.54,"Non-exclusive"
"363",364,"James Bond 007: Agent Under Fire","PS2","2001","Shooter","Electronic Arts",1.9,1.13,0.1,0.41,3.53,"Non-exclusive"
"364",365,"LEGO Star Wars: The Video Game","PS2","2005","Action","Eidos Interactive",1.98,1.14,0.01,0.41,3.53,"Non-exclusive"
"365",366,"Battlefield 4","X360","2013","Shooter","Electronic Arts",2.14,1.08,0.02,0.29,3.53,"Non-exclusive"
"366",367,"FIFA Soccer 11","X360","2010","Sports","Electronic Arts",0.71,2.4,0.02,0.4,3.53,"Non-exclusive"
"367",368,"Rugrats in Paris: The Movie","PS","2000","Action","THQ",1.96,1.33,0,0.23,3.52,"Non-exclusive"
"368",369,"Spyro 2: Ripto's Rage!","PS","1999","Platform","Sony Computer Entertainment",2.14,1.21,0.01,0.17,3.52,"Exclusive"
"369",370,"Left 4 Dead","X360","2008","Shooter","Electronic Arts",2.66,0.5,0.05,0.3,3.52,"Non-exclusive"
"370",371,"Mario & Sonic at the Olympic Winter Games","DS","2009","Sports","Sega",1.22,1.66,0.27,0.38,3.52,"Non-exclusive"
"371",372,"Resident Evil 5","X360","2009","Action","Capcom",2.11,0.94,0.12,0.34,3.51,"Non-exclusive"
"372",373,"Donkey Kong Country 3: Dixie Kong's Double Trouble!","SNES","1996","Platform","Nintendo",1.17,0.5,1.75,0.08,3.51,"Exclusive"
"373",374,"Assassin's Creed: Brotherhood","X360","2010","Action","Ubisoft",2.84,0.39,0.03,0.24,3.5,"Non-exclusive"
"374",375,"Kung Fu","NES","1985","Action","Nintendo",1.64,0.38,1.42,0.06,3.5,"Exclusive"
"375",376,"Batman: Arkham Asylum","X360","2009","Action","Eidos Interactive",2.2,0.97,0.02,0.31,3.5,"Non-exclusive"
"376",377,"Clubhouse Games","DS","2006","Misc","Nintendo",0.59,1.83,0.73,0.35,3.5,"Exclusive"
"377",379,"Star Wars Battlefront (2015)","XOne","2015","Shooter","Electronic Arts",1.94,1.22,0.02,0.31,3.49,"Non-exclusive"
"378",380,"Battlefield: Bad Company 2","X360","2010","Shooter","Electronic Arts",2.09,1.02,0.04,0.32,3.48,"Non-exclusive"
"379",381,"Guitar Hero: On Tour","DS","2008","Misc","Activision",2.11,1.01,0.01,0.35,3.48,"Exclusive"
"380",382,"Assassin's Creed: Unity","XOne","2014","Action","Ubisoft",2.26,0.89,0,0.3,3.46,"Non-exclusive"
"381",383,"Far Cry 3","PS3","2012","Shooter","Ubisoft",0.88,1.75,0.1,0.72,3.45,"Non-exclusive"
"382",384,"Monster Hunter 4","3DS","2013","Role-Playing","Capcom",0,0,3.44,0,3.44,"Exclusive"
"383",385,"Borderlands","X360","2009","Shooter","Take-Two Interactive",2.39,0.73,0.03,0.29,3.44,"Non-exclusive"
"384",386,"Tekken 4","PS2","2002","Fighting","Namco Bandai Games",1.55,1.27,0.33,0.29,3.44,"Exclusive"
"385",387,"Battlefield 4","PS4","2013","Shooter","Electronic Arts",1.34,1.54,0.17,0.38,3.43,"Non-exclusive"
"386",388,"LittleBigPlanet 2","PS3","2011","Platform","Sony Computer Entertainment",1.82,1.07,0.06,0.47,3.42,"Exclusive"
"387",389,"Grand Theft Auto 2","PS","1998","Action","Take-Two Interactive",1.13,2.07,0,0.22,3.42,"Exclusive"
"388",390,"Final Fantasy III","SNES","1994","Role-Playing","SquareSoft",0.86,0,2.55,0.02,3.42,"Non-exclusive"
"389",391,"Spider-Man 2","PS2","2004","Action","Activision",1.75,1.2,0.02,0.43,3.41,"Non-exclusive"
"390",392,"F-1 Race","GB","1990","Racing","Nintendo",1.73,0.69,0.59,0.4,3.41,"Exclusive"
"391",393,"FIFA Soccer 2003","PS2","2002","Sports","Electronic Arts",0.46,2.28,0.05,0.61,3.4,"Non-exclusive"
"392",394,"Crash Bash","PS","2000","Misc","Sony Computer Entertainment",1.56,1.47,0.19,0.17,3.39,"Exclusive"
"393",395,"LEGO Batman: The Videogame","X360","2008","Action","Warner Bros. Interactive Entertainment",2.03,1.03,0,0.32,3.38,"Non-exclusive"
"394",396,"Metal Gear Solid V: The Phantom Pain","PS4","2015","Action","Konami Digital Entertainment",1.08,1.35,0.48,0.47,3.38,"Non-exclusive"
"395",397,"The Legend of Zelda: Spirit Tracks","DS","2009","Action","Nintendo",1.43,0.94,0.74,0.27,3.38,"Exclusive"
"396",398,"WWF War Zone","PS","1998","Fighting","Acclaim Entertainment",2.47,0.76,0,0.13,3.36,"Non-exclusive"
"397",399,"The Legend of Zelda: Majora's Mask","N64","2000","Action","Nintendo",1.9,0.67,0.73,0.06,3.36,"Exclusive"
"398",400,"Professor Layton and the Unwound Future","DS","2008","Puzzle","Nintendo",0.65,1.61,0.82,0.28,3.36,"Exclusive"
"399",401,"Rugrats: Search For Reptar","PS","1998","Adventure","THQ",1.63,1.53,0,0.18,3.34,"Exclusive"
"400",402,"Assassin's Creed IV: Black Flag","X360","2013","Action","Ubisoft",1.9,1.14,0.01,0.29,3.34,"Non-exclusive"
"401",403,"English Training: Have Fun Improving Your Skills!","DS","2006","Misc","Nintendo",0,0.99,2.32,0.02,3.33,"Exclusive"
"402",404,"James Bond 007: Nightfire","PS2","2002","Shooter","Electronic Arts",1.45,1.29,0.12,0.46,3.33,"Non-exclusive"
